2170	2170_QqeOvQ8np_4.mp4	139	https://cognitivestudy.blob.core.windows.net/videos/2170_QqeOvQ8np_4.mp4	44050	3M™ Pro Grade Precision™ Utlra Flexible Sanding Sheets - Sherwin-Williams The 3M pro-grade precision ultra flexible sanding sheets are a great choice for flat surfaces and tight spaces. They're tough, durable, and last 15 times longer than traditional sanding sheets. They're also clog resistant and work great indoors and outdoors.	Title
2171	2171_GtxGSW2GARY.mp4	219	https://cognitivestudy.blob.core.windows.net/videos/2171_GtxGSW2GARY.mp4	59700	About Mondelez International - Vine/YouTube Video (Global) Check out our latest Vine video for a fun look at who we are and our iconic brands!	Title
2172	2172_BrYqJhFg9No.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/2172_BrYqJhFg9No.mp4	50990	Tweakers Microbeat Speakers Watch this video featuring products available on Costco.com.	Title
2173	2173_6-ctfdnau-Q.mp4	208	https://cognitivestudy.blob.core.windows.net/videos/2173_6-ctfdnau-Q.mp4	30510	Glass Surface Solutions: Engineered for Automotive You need to be able to read your car display even on the sunniest of days. Thats why Corning has engineered precision surface treatments for its automotive interior glass solutions. Learn why readability matters, and what these advanced technologies can bring to your driving experience.	Title
2174	2174_edM9l5gdZg4.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/2174_edM9l5gdZg4.mp4	32970	Bosch Icon Wiper Blade Technology Storms move fast, so use the best technology. That includes Bosch Icon Wiper Blades. Their beam blades with their aerodynamic design, fit the curve of your vehicle's windshield to out perform when you need them. Supplies Needed for This Job: 1. Safety Glasses: 2. Gloves: Facebook: Instagram: Twitter: Find your local OReilly Auto Parts: Shop all	Title
2175	2175_I42ujFqt9Tg.mp4	68	https://cognitivestudy.blob.core.windows.net/videos/2175_I42ujFqt9Tg.mp4	29580	3M Speedglas XXi - Convenience Discover the convenience of the 3M Speedglas XXi. Learn more at Subscribe for more videos from 3M: Connect with 3M:	Title
2176	2176_AtZtkR75w2w.mp4	145	https://cognitivestudy.blob.core.windows.net/videos/2176_AtZtkR75w2w.mp4	15020	 Our financial advisors will help you find opportunities you might not find on your own. So your money can work as hard for you as you work for it. Visit to learn more.	Title
2177	2177_fHFZ60e74qQ.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/2177_fHFZ60e74qQ.mp4	24310	 Restart your Kindle or Fire Tablet to quickly solve issues if it is running slow, not responding or frozen. Learn more about your device at	Title
2178	2178_JSFlM3gwu10.mp4	194	https://cognitivestudy.blob.core.windows.net/videos/2178_JSFlM3gwu10.mp4	56400	In The Lab: Maytag Dishwasher with Dual Power Filtration. Learn more about Maytag Dishwasher with Dual Power Filtration. Want to skip soaking, scrubbing and pre-rinsing your dishes? Mitch from Best Buy Store 531 in Portland, ME, is in The Lab to show you the Maytag Dishwasher with Dual Power Filtration. Heres how it works. First, a filter traps food particles and removes them from the wash water. Then a	Title
2179	2179_FH9jHAJ2Ylo.mp4	10	https://cognitivestudy.blob.core.windows.net/videos/2179_FH9jHAJ2Ylo.mp4	20020	RALPH LAUREN | Woman by Ralph Lauren 2018 Jessica Chastain, award-winning actress, producer, and style icon, is the face of Woman by Ralph Laurena new fragrance embodying sensuality, power, strength, and grace. Discover more at RalphLauren.com.	Title
2180	2180_yMmec50Pouc.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2180_yMmec50Pouc.mp4	16790	"Million Dollar Arm - Now Playing In Theatres Disney's Million Dollar Arm is now playing in theatres! Get tickets: In Walt Disney Pictures' drama ""Million Dollar Arm,"" the fate of JB Bernstein's career as a sports agent rests with finding an exceptionally gifted young cricket pitcher in India, who can be trained for an American major league baseball team. Like Million Dollar Arm on Facebook: Follow @DisneyPictures for"	Title
2181	2181_35Vy93WtJsc.mp4	152	https://cognitivestudy.blob.core.windows.net/videos/2181_35Vy93WtJsc.mp4	55800	Coming to CC Video & Audio: Performance Improvements in After Effects | Adobe Creative Cloud In the next update to After Effects CC, enjoy substantial improvements to performance and stability in the app for a smooth, responsive experience from import to final render. Learn more about Creative Cloud pro video & audio tools: Watch more from Adobe at NAB Show 2016: Hear from customers about their work & workflow: More After Effects tutorials on helpx.adobe.com:	Title
2182	2182_olLEuxmixfA.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2182_olLEuxmixfA.mp4	30530	Christopher Robin - Now Playing See Disney's Christopher Robin in theatres now. In the heartwarming live action adventure Disneys Christopher Robin, the young boy who shared countless adventures with his band of lovable stuffed animals in the Hundred Acre Wood is now grown up and living in London but he has lost his way. Now it is up to his childhood friends to venture into	Title
2183	2183_KsJApc5xALY.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/2183_KsJApc5xALY.mp4	32040	 Introducing Meguiar's Gold Class Carnauba Paste Wax. Facebook: Instagram: Twitter: Find your local OReilly Auto Parts: Check out Saab Kyles Favorite Garage Supplies: On our channel we cover several different topics: Automotive Product Overviews Do It Yourself Automotive Repair DIY Auto Maintenance Simple Automotive Diagnostics Automotive and Vehicle Education	Title
2184	2184_VGhx_N-74rc.mp4	140	https://cognitivestudy.blob.core.windows.net/videos/2184_VGhx_N-74rc.mp4	52010	Square Debit Card | Adding your card to a digital wallet Your Square Debit Card can be added to digital wallets - Apple Pay or Google Pay. Using a digital wallet allows you to make contactless purchases with your phone in-person and simplifies the check-out process on your mobile device. Links Learn more about Square Checking Learn more about Square Banking squareup.com/banking	Title
2185	2185_zG3315EONF4.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2185_zG3315EONF4.mp4	52940	Instant Dream Home | Now Streaming | Netflix #shorts One home in disrepair. One family in need. An army of builders. A reveal In this home renovation series, deserving families get the surprise of their lives when their dilapidated house is transformed in just a few hours. Danielle Brooks hosts, with help from Adair Curtis, Paige Mobley, Nick Cutsumpas, and Erik Curtis in addition to added	Title
2187	2187_CZluw8jsb6Q.mp4	81	https://cognitivestudy.blob.core.windows.net/videos/2187_CZluw8jsb6Q.mp4	32830	SHIELD TV: New Games and Apps NVIDIA is rolling out a new app that makes it easier to find and play your favorite games on SHIELD TV, as well as discover new titles for you to enjoy. If you have auto-update enabled on your SHIELD TV, which is the default setting, this update will happen automatically. If not, you will need to manually check for an	Title
2190	2190_Pxp7czENj4o.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/2190_Pxp7czENj4o.mp4	52380	UN/BOX the Future with Cisco UCS X-Series Modular System What if your server box wasnt a box at all? What if it could do anything run anything, be any box you need? Un/Box the Future with Cisco UCS X-Series Modular Systems powered by Intersight.	Title
2191	2191_lMZyZ63FP1A.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2191_lMZyZ63FP1A.mp4	36970	"The Ranch | Clip: ""Merry Christmas"" | Netflix Now Streaming on Netflix. After narrowly selling their steers at market, Colt Bennett (Ashton Kutcher), Rooster Bennett (Danny Masterson), and Beau Bennett (Sam Elliott) resume their roles on the family ranch: Beau taking a hard line on all"	Title
2192	2192_QixNrimCGG0.mp4	89	https://cognitivestudy.blob.core.windows.net/videos/2192_QixNrimCGG0.mp4	15020	Help Clients Retire Their Way Retirement. Meet Your Match. Get to know our suite of Target Date Solutions.	Title
2193	2193_2w-ZTKhHVds.mp4	59	https://cognitivestudy.blob.core.windows.net/videos/2193_2w-ZTKhHVds.mp4	30050	Nothing Small About a Barber | The Hartford With Insurance Designed For Your Small Business, The Bucks Got Your Back.	Title
2194	2194_yr01fJwzcks.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2194_yr01fJwzcks.mp4	15980	Orange Is The New Black - Season 2 | Teaser [HD] | Netflix Orange Is The New Black returns with all new episodes exclusively on Netflix, June 6, 2014. Season two, exclusively on Netflix in all territories on June 6, 2014. Netflix members can watch season one of the Golden Globe-nominated show. Join Netflix on a 30 day trial Watch Orange is the New Black: SUBSCRIBE: About Netflix: Netflix is the world's leading	Title
2195	2195_gxNoLi7_xKE.mp4	139	https://cognitivestudy.blob.core.windows.net/videos/2195_gxNoLi7_xKE.mp4	49460	Easier Invoicing with Quickbooks® Now you can utilize your Quickbooks software directly with your mySW account.	Title
2196	2196_aSrIo0L2Qec.mp4	146	https://cognitivestudy.blob.core.windows.net/videos/2196_aSrIo0L2Qec.mp4	59860	 A salesman showing different flyers for house property, calendars and Food Menus	Title
2197	2197_QY2q-26-hbY.mp4	82	https://cognitivestudy.blob.core.windows.net/videos/2197_QY2q-26-hbY.mp4	34780	How to Identify and Use a Contactless Card at Checkout | Capital One Contactless credit and debit cards are easy to use. To determine if your card is contactless, look for the symbol - four waves - on the front or back of your card. When you are ready to check out, youll know if a payment reader is contactless enabled if you spot the same symbol on the reader. Contactless payments are	Title
2200	2200_Z2Tg1vxAG7g.mp4	13	https://cognitivestudy.blob.core.windows.net/videos/2200_Z2Tg1vxAG7g.mp4	15020	PPG’s ELECTRONICS COATING How do PPG electronics coatings help keep laptops clean? @giftedteacher305 explains. This electronics coating called PPG VELVECRON SR quickly and easily wipes away stains, such as markers or ketchup, without leaving marks on your devices.	Title
2201	2201_IUVp4L4ALxs.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/2201_IUVp4L4ALxs.mp4	20060	Sanjay Dutt as MAHDEV BHOSALE - Dialogue Promo - Department 	Title
2202	2202_YnKCY2ePVRg.mp4	113	https://cognitivestudy.blob.core.windows.net/videos/2202_YnKCY2ePVRg.mp4	37590	 A man doing his lawn and the narrator describing many gas-powered tools	Title
2203	2203_jMIRL7AlwQ4.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2203_jMIRL7AlwQ4.mp4	35220	"Beat Bugs | ""I'm a Loser"" | Netflix ""I'm a Loser"" featuring James Corden Beat Bugs, a Netflix original series for kids, incorporates more than 50 songs from the Lennon/McCartney Northern Songs' catalog and features covers by world-leading music artists. SUBSCRIBE: About Netflix: Netflix is the world's leading internet entertainment service with 130 million memberships in over 190 countries enjoying TV series, documentaries and feature films across a"	Title
2204	2204_X2t4Y0hwnoU.mp4	10	https://cognitivestudy.blob.core.windows.net/videos/2204_X2t4Y0hwnoU.mp4	44980	"RALPH LAUREN | Priyanka Chopra’s Custom Wedding Dress Ralph Lauren was honored that Priyanka Chopra and Nick Jonas were married wearing custom Ralph Lauren at a wedding celebration in Jodhpur, India, on December 1, 2018. The brides gown combined the glamour of a sequin-embellished strapless dress with the romance of a sheer, hand-embroidered coat. ""This isnt about a dress,"" Mr. Lauren said. ""Its about a woman and a"	Title
2205	2205_4e8NCJaN69A.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2205_4e8NCJaN69A.mp4	26330	Prince of Persia Roof Top Clip Click Here To Purchase: (Blu-ray/DVD Combo + Digital Copy) in stores September 14, 2010. Become a fan of PRINCE OF PERSIA on Facebook at: Set in the mystical lands of Persia, PRINCE OF PERSIA: THE SANDS OF TIME is an epic action-adventure about a rogue prince (JAKE GYLLENHAAL) and a mysterious princess (GEMMA ARTERTON) who race against dark forces to	Title
2206	2206_k3PfHdVmxyA.mp4	205	https://cognitivestudy.blob.core.windows.net/videos/2206_k3PfHdVmxyA.mp4	27650	Powerful Benchtop Instruments – Qubit Fluorometers At Thermo Fisher Scientific we engineer a comprehensive suite of everyday benchtop instruments. With Qubit fluorometers, easily and quickly quantify DNA, RNA or protein. Let the power of our instruments help simplify tedious tasks, keep you safe in the lab, and enable fast, consistent, accurate resultsso you can focus on achieving your next breakthrough. Learn more about how benchtop instruments	Title
2207	2207_rmalnTKaXa8.mp4	231	https://cognitivestudy.blob.core.windows.net/videos/2207_rmalnTKaXa8.mp4	20530	It Takes Two - Scarlet & Pink Two-Tone l Lip Happily at Ulta Beauty It Takes Two Theres more than one side to your lip story We Love These, You Should Too Maybelline Baby Lips Dr Rescue Lip Balm in Too Cool: Tarte Tarteist Creamy Matte Lip Paint in Adorbs: Tarte Tarteist Creamy Matte Lip Paint in Cray Cray:	Title
2208	2208_kpIonWiYwWc.mp4	73	https://cognitivestudy.blob.core.windows.net/videos/2208_kpIonWiYwWc.mp4	11770	ED Ellen DeGeneres Holiday Collection Inspired by Ellen and loved by everyone. The ED Ellen DeGeneres Holiday Collection has a perfect gift for everyone on your list. Exclusively at Bed Bath & Beyond	Title
2209	2209_vLvgbo8Fz0I.mp4	202	https://cognitivestudy.blob.core.windows.net/videos/2209_vLvgbo8Fz0I.mp4	15000	Refill • Reload • Reuse | Clorox Spray Cleaning System What's our solution to 75% less plastic*? NEW! Clorox Spray Cleaning System! More sustainable by design, safe around kids + pets, with multi-surface versatility but most importantly, made for your needs, with you in mind. A new and more sustainable way to clean and tackle messes around the house that is safe to use around kids + pets and free	Title
2210	2210_XTHNB8SbdD0.mp4	38	https://cognitivestudy.blob.core.windows.net/videos/2210_XTHNB8SbdD0.mp4	49230	Meguiar's: Whole Car Air Refresher Sweet Summer Breeze Now you can enjoy the refreshing smells of a summer breeze anytime. Meguiar's advanced Re-Fresher technology not only removes unwanted odors wherever they hide, but also replaces odors with a pleasant sweet summer breeze scent that lasts for weeks.* Our molecular odor eliminating chemistry works great at permanently removing smells *Meguiar's	Title
2211	2211_E-sFmlAwjgw.mp4	193	https://cognitivestudy.blob.core.windows.net/videos/2211_E-sFmlAwjgw.mp4	15020	Heart Ritual with Advanced Night Repair Whether day or night, learn how to apply Advanced Night Repair serum utilizing our Heart Ritual. Use one full dropper for maximum benefits. Shop now!	Title
2212	2212_NPgqi_LIQfc.mp4	202	https://cognitivestudy.blob.core.windows.net/videos/2212_NPgqi_LIQfc.mp4	52960	The Clorox ToiletWand The Clorox ToiletWand System is a great way to make cleaning your toilet the easiest thing on your cleaning to-do list. Did you know that bacteria is released into the air every time you flush? Clean your toilet bowl with a ToiletWand to disinfect and kill more than 99% of germs found in toilets.Use the Clorox ToiletWand, because you can't	Title
2213	2213_q-YXWr9KAR4.mp4	227	https://cognitivestudy.blob.core.windows.net/videos/2213_q-YXWr9KAR4.mp4	15140	Introducing: The New Le Creuset Bread Oven #shorts Designed to reproduce the effects of brick-oven baking, this enameled cast-iron bread oven from Le Creuset absorbs and retains heat evenly. It also redistributes the steam released by the dough as it cooks. This yields loaves with moist and tender interiors, light crumbs and crisp browned crusts.	Title
2214	2214_3-HJogqc6Tc.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/2214_3-HJogqc6Tc.mp4	40050	Costco Business Center - Overview Quick video explaining Costco Business Center and how it differs from Costco Wholesale	Title
2215	2215_i5GkFpzclSo.mp4	81	https://cognitivestudy.blob.core.windows.net/videos/2215_i5GkFpzclSo.mp4	53150	World of Tanks $100k Open Finals On September 1st, 2013, NVIDIA GeForce along with Wargaming.net and Twitch held the GeForce eSports World of Tanks $100k Open Finals in Seattle, WA with PAX Prime in full swing.	Title
2216	2216_xYegmf2G6Sc.mp4	164	https://cognitivestudy.blob.core.windows.net/videos/2216_xYegmf2G6Sc.mp4	49090	ProForm XP Whirlwind 320 Total Body Fan Cycle ProForm XP Whirlwind 320 Total Body Fan Cycle : watch this video featuring products available on Costco.com. More information 1 ProForm XP Whirlwind 320 Total Body Fan Cycle	Title
2217	2217_4pngvILIKsw.mp4	156	https://cognitivestudy.blob.core.windows.net/videos/2217_4pngvILIKsw.mp4	30090	"Reebok Basketball Question Mid ""Double Cross"" What happens when you celebrate Allen Iversons signature basketball move, the crossover, with his two most iconic signature sneakers? The Double Cross. Featuring a Red Toe left shoe and Blue Toe right shoe, this asymmetrical pair of sneakers also features an update in toe-cap material and color accents from the OG colorways, while still offering premium leather."	Title
2218	2218_8kbcBSOM41k.mp4	83	https://cognitivestudy.blob.core.windows.net/videos/2218_8kbcBSOM41k.mp4	30050	"""Dear Wayfair"" - 2015 Holiday Commercial From gifts to dcor, Wayfair has everything you need to make your home beautiful for the holidays. Decorate with festive home accents and prepare your house with practical storage units for guests! Don't forget to And check out more videos on our YouTube channel: Find more inspiration at Wayfair.com: Check out our other social media channels! Instagram - Facebook"	Title
2219	2219_t_gQ_EGmGXY.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2219_t_gQ_EGmGXY.mp4	21620	Orange is the New Black | 'Education' - Teaser | Netflix Orange is the New Black, the Netflix original series starring Taylor Schilling and Jason Biggs, is back with a brand new season. Based on a true story, it follows the tale of Piper Chapman -- a Brooklynite who is sentenced to 15 months in prison for a crime she committed 10 years ago. Watch all episodes instantly on loads of	Title
2220	2220_K-3MrrOjqoM.mp4	44	https://cognitivestudy.blob.core.windows.net/videos/2220_K-3MrrOjqoM.mp4	30050	Homeowner Survival Guide - Holiday Lights | Allstate Insurance Allstate insurance shows you how to decorate your home for the holiday season without the fire hazards. Visit for more tips and advice. Connect with us on: Facebook - Twitter - Instagram - Google+ -	Title
2221	2221_uFUaFWE77no.mp4	81	https://cognitivestudy.blob.core.windows.net/videos/2221_uFUaFWE77no.mp4	47160	SHIELD TV: The Streamer THE WORLDS MOST ADVANCED STREAMER Stream Smooth: Get the fastest, highest-quality 4K HDR video streaming, including all the essential apps, A KILLER VIEW Movies, TV shows, and games look unbelievably good with best-in-class 4K HDR or high-definition 1080p. Access thousands of apps, including Netflix,	Title
2222	2222_dh0QNCqBkMI.mp4	210	https://cognitivestudy.blob.core.windows.net/videos/2222_dh0QNCqBkMI.mp4	44440	How to edit Portrait Lighting effects on iPhone — Apple Now you can easily change the Portrait Lighting effects in Portrait mode shots taken with iPhone 8 Plus. Discover more tips for shooting with iPhone at	Title
2223	2223_E1qQTrc8hm4.mp4	219	https://cognitivestudy.blob.core.windows.net/videos/2223_E1qQTrc8hm4.mp4	22010	India - Halls - New Halls XS TV Commercial Watch our TV commercial from India for Halls	Title
2224	2224_WHkBK1phd40.mp4	280	https://cognitivestudy.blob.core.windows.net/videos/2224_WHkBK1phd40.mp4	18580	Monster Maasi On Traffic Cop | Dimple Kapadia | What The Fish 2013 Watch Monster Maasi react to everyday situations the way she knows best. For all latest updates on What The Fish : Follow us on Twitter Subscribe for Regular Updates Like us on Facebook Circle us on Google+	Title
2225	2225_YXNRu2YjRRk.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2225_YXNRu2YjRRk.mp4	45400	LOVE DEATH + ROBOTS | Inside the Animation: Suits | Netflix How to defeat interdimensional aliens. Watch Love, Death & Robots on Netflix: Members can watch as much as they want, anytime, anywhere, on any internet-connected screen.	Title
2226	2226_DegVjUv8LBo.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2226_DegVjUv8LBo.mp4	30050	The Call of the Wild | Gold TV Spot | 20th Century Fox In 1 Month embark on an adventure and experience in theaters February 21. Adapted from the beloved literary classic, THE CALL OF THE WILD vividly brings to the screen the story of Buck, a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds	Title
2227	2227_hYYf61mPg14.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2227_hYYf61mPg14.mp4	30050	"Disney's Mulan | ""Impossible"" TV Spot When the Emperor of China issues a decree that one man per family must serve in the Imperial Army to defend the country from Northern invaders, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. Masquerading as a man, Hua Jun, she is tested every step of the way and"	Title
2228	2228_FfpBUelcFdo.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2228_FfpBUelcFdo.mp4	30050	Talkback | Hocus Pocus 2 | Disney+ The Sanderson Sisters are BACK! an Original movie event, is now streaming on @Disney Plus.	Title
2229	2229_uSAM4l5ojCs.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/2229_uSAM4l5ojCs.mp4	46020	Orange Is The New Black | Holidays At Litchfield | Netflix The inmates get in the holiday spirit with their own version of the 12 Days of Christmas. Watch Orange is the New Black: Members can watch	Title
2230	2230_t75gDF4JnVE.mp4	10	https://cognitivestudy.blob.core.windows.net/videos/2230_t75gDF4JnVE.mp4	34810	RALPH LAUREN | The RL50 Handbag Introducing The RL50 Handbag, a new iconic silhouette from Ralph Lauren. Discover more at RalphLauren.com/TheRL50.	Title
2231	2231_OeuGKiAPQmI.mp4	151	https://cognitivestudy.blob.core.windows.net/videos/2231_OeuGKiAPQmI.mp4	30050	Ally from the Golf Green to the Boardroom AIG is proud to sponsor the AIG Womens Open and support world-class athletes Its one way we continue our commitment to gender equity and inclusion in sportsjust as we strive to do as Allies in business and society. AIG Women's Open 2021	Title
2233	2233_3UA2uj1CbCI.mp4	231	https://cognitivestudy.blob.core.windows.net/videos/2233_3UA2uj1CbCI.mp4	25500	Fall Makeup How-To: Smudged Eyeliner | Ulta Beauty In this video, Ulta beauty expert Nadia shows how to create a smudged eyeliner look using a brush. She starts by applying a light coat of eyeliner to the lash line, and then uses a brush to blend the line into the wing. This look is perfect for a night out, and is sure to turn heads.	Title
2235	2235_4tHLrToDPJE.mp4	35	https://cognitivestudy.blob.core.windows.net/videos/2235_4tHLrToDPJE.mp4	59070	E200™ and E300™ Electronic Overload Relay | The Highlight Reel | 114 Do you want a smart state-of-the art motor overload solution? The E200 and E300 could be your solution, learn more here: E300/E200 Relay Product Enhancements for Your Intelligent Motor Control Application Our E300/E200 relays offer simultaneous real-time control, configuration, and data acquisition for your intelligent motor control application. The E300/E200 has added some product enhancements to continue to provide top-tier	Title
2236	2236_DSnXcwuwOJU.mp4	241	https://cognitivestudy.blob.core.windows.net/videos/2236_DSnXcwuwOJU.mp4	35500	Making a splash with hydrogen fuel cell technology Building upon a long history of innovation and delivering industry-leading solutions, Cummins is displaying the newest development in the powertrain of choice: hydrogen fuel cell power. Learn more about Cummins' hydrogen fuel cell demonstration truck and the future of hydrogen fuel cells in transportation	Title
2237	2237_sYcYDUnCHGM.mp4	276	https://cognitivestudy.blob.core.windows.net/videos/2237_sYcYDUnCHGM.mp4	53430	Cisco SD-WAN with Cisco ThousandEyes See how Cisco provides the visibility and analytics needed to take control of your digital experience across the internet and cloud. See more at	Title
2238	2238_GjA08XiHl-k.mp4	123	https://cognitivestudy.blob.core.windows.net/videos/2238_GjA08XiHl-k.mp4	47420	RockForce™ HD Roller Cone Bits Our RockForce HD drill bits use proven directional technology to deliver first class performance. Building on our proven directional technology, the RockForce bit offers even greater control and stability, ensuring your bit goes exactly where you want it to. In addition, an aggressive cutting structure combines with specialized hydraulics to drill and clean the hole faster, providing greater ROP and	Title
2240	2240_A821ZUD9sEY.mp4	10	https://cognitivestudy.blob.core.windows.net/videos/2240_A821ZUD9sEY.mp4	51480	RALPH LAUREN | Collection Pre-Spring 2022 Drawn together by the colors of Spring, the characters of Pre-Spring 2022 unveil a new era of elegance remembered by fleeting dances in the park, sips of espresso, conversations under dappling sunlight. Discover	Title
2241	2241_Zn9vn9d5Gu8.mp4	188	https://cognitivestudy.blob.core.windows.net/videos/2241_Zn9vn9d5Gu8.mp4	15020	Big Lots is on Instacart! 	Title
2242	2242_y-JPNX4LDco.mp4	236	https://cognitivestudy.blob.core.windows.net/videos/2242_y-JPNX4LDco.mp4	57190	The Beacon Elite Tour Click below to find out where you can This two-bedroom, two-bath home is highlighted by a well-appointed kitchen with a breakfast bar, large pantry, and plenty of counter and cabinet space perfect for everyday living. The living room and adjacent dining room open up to a patio. The distinctive master suite provides a walk-in closet, sumptuous	Title
2243	2243_oDrwYLHmfbI.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/2243_oDrwYLHmfbI.mp4	27470	ETHOS 3-in-1 Plyo Box for Box Jumps Leap into action with the ETHOS 3-in-1 Plyo Box, designed with a unique 3-sided construction that allows you to choose from a 16, 20 or 24 landing surface for varying levels of intensity for box jumps. Plyometric movements activate the bodys fast-twitch muscle fibers to increase explosive power. The ETHOS 3-in-1 Plyo Box helps to improve vertical leap, speed and	Title
2244	2244_Jr0UjU24kSw.mp4	69	https://cognitivestudy.blob.core.windows.net/videos/2244_Jr0UjU24kSw.mp4	30050	Waiting | Chip N' Dale: Rescue Rangers | Disney+ PARENTS STREAMING NOW ON DISNEY+ Subscription required, 18+. The comeback the world didn't know it needed. Chip 'n Dale: an Original movie, streaming May 20 on Disney+.	Title
2246	2246_2RnwxCSx7J0.mp4	73	https://cognitivestudy.blob.core.windows.net/videos/2246_2RnwxCSx7J0.mp4	24780	Pack & Hold We have your moving solution. Stop in a Bed Bath & Beyond and ask an associate about Pack and Hold.	Title
2247	2247_hPQbZlrTjmk.mp4	85	https://cognitivestudy.blob.core.windows.net/videos/2247_hPQbZlrTjmk.mp4	23010	How to Set Up Shipment Notifications Using the Amazon App Download the Amazon app and learn how to turn on shipment notifications for your orders. Download the app here - or by visiting the App Store or Google Play on your mobile device.	Title
2248	2248_vL_JBQs6p_M.mp4	135	https://cognitivestudy.blob.core.windows.net/videos/2248_vL_JBQs6p_M.mp4	22110	J.B. Hunt's First Five Million Mile Driver History was made as Phil became the first J.B. Hunt driver to achieve 5,000,000 safe driving miles! Phil has driven with J.B. Hunt for 35 years, and with his latest achievement, has earned more than $125,000 in safe driving bonuses. We are incredibly proud to call Phil a J.B. Hunt driver and appreciate his dedication to safety. Congratulations, Phil!	Title
2249	2249_5pyEhkSRGCQ.mp4	228	https://cognitivestudy.blob.core.windows.net/videos/2249_5pyEhkSRGCQ.mp4	42750	AT&T Annihilator Cup Trailer | AT&T The AT&T Annihilator Cup is an exciting new esports competition featuring 20 top streamers and pros from throughout the gaming community. Catch the action live every Friday in April on The Annihilator Cup is just one of the ways we're connecting gamers to what they love. From our sponsorship of premier esports organizations 100 Thieves and Cloud9 to our support	Title
2250	2250_qtbrV_EdU_U.mp4	146	https://cognitivestudy.blob.core.windows.net/videos/2250_qtbrV_EdU_U.mp4	31650	Did you search for ship? We cant help you sail the seas but if youre looking to ship an item, FedEx is always here to help. From small business shipping to freight shipping to one-off shipments to family, we can help you find the solution you need at fedex.com/ship	Title
2251	2251_w0OZuPSIt1I.mp4	202	https://cognitivestudy.blob.core.windows.net/videos/2251_w0OZuPSIt1I.mp4	30050	Disinfect with Clorox Disinfecting Bleach Use this how-to video to learn how to disinfect countertops, toys, refrigerators, bathtubs, toilets, and more with Clorox Disinfecting Bleach. *Check your label for dosage. Use as directed. To learn more, visit our product page:	Title
2252	2252_T9rkJavCYkM.mp4	139	https://cognitivestudy.blob.core.windows.net/videos/2252_T9rkJavCYkM.mp4	31000	Sherwin-Williams Colormix Forecast 2020 - Heart Shows a lot of differenent scenes	Title
2253	2253_AHM10attIuI.mp4	202	https://cognitivestudy.blob.core.windows.net/videos/2253_AHM10attIuI.mp4	30050	Caregivers - Nurse | Clorox Clorox kills 99.9% of germs. Trust the disinfecting power of Clorox to protect your home and keep your loved ones safe. Learn More:	Title
2254	2254_oAWrnrjAdTc.mp4	229	https://cognitivestudy.blob.core.windows.net/videos/2254_oAWrnrjAdTc.mp4	53340	"Bosch® - Bosch® 12V Cordless Impact Driver Get more information about the Bosch 12V Cordless Impact Driver here: Bosch 12V Cordless Impact Driver offers best in class performance for compact size and lightest weight. Features universal 1/4"" hex bit holder, patented three LED light ring and 930 in.-lbs. of max torque. Bosch 12V lithium impact driver delivers results with longer run time and best"	Title
2255	2255_v_U1wgE-tDw.mp4	27	https://cognitivestudy.blob.core.windows.net/videos/2255_v_U1wgE-tDw.mp4	25010	Uber Moto - Beat the Traffic (Hindi) | Uber When youre riding towards your dreams, dont let traffic slow you down. Ride with Uber Moto and beat the traffic. Toh ab, sapno par ho ja sawar! Learn more: Tap a button and get to where you want to be. Connect with	Title
2256	2256_i4RT4upqgOs.mp4	10	https://cognitivestudy.blob.core.windows.net/videos/2256_i4RT4upqgOs.mp4	30580	RALPH LAUREN | Polo Ralph Lauren | The Polo Shirt It was never about a shirt, but a way of living. Ralph Lauren Today, has become a lasting icon of American style and culture as told through the new book, Ralph Lauren's Polo Shirt. Published in partnership with Rizzoli International, the new book celebrates this icon of timeless style.	Title
